id,first_name,last_name,email,department,team_id,grade,country,fte_hours,pension_enrol,salary,pay_detail_id,start_date
933,Mitchell,Prydie,mprydiepw@pbs.org,Research and Development,1,0.0,China,1.0,Yes,62576.0,933,1997-03-20
934,Merilee,Caller,mcallerpx@comcast.net,Accounting,10,0.0,China,0.5,Yes,81255.0,934,2012-05-30
935,Sigismondo,Bredgeland,sbredgelandpy@posterous.com,Human Resources,10,0.0,China,1.0,No,29735.0,935,2014-09-13
936,Audrey,Bayns,abaynspz@1688.com,Research and Development,6,1.0,Czech Republic,0.5,Yes,39554.0,936,2010-01-22
937,Bailie,McLennan,bmclennanq0@soup.io,Services,6,0.0,Brazil,0.75,Yes,20306.0,937,2018-09-22
938,Bekki,Belshaw,bbelshawq1@blogs.com,Business Development,5,,Honduras,0.75,No,25593.0,938,2010-11-14
939,Keri,Penhalewick,kpenhalewickq2@deliciousdays.com,Marketing,8,0.0,Pakistan,0.5,Yes,64607.0,939,2015-03-19
940,Joella,Leavold,jleavoldq3@sogou.com,Product Management,8,1.0,Spain,0.5,Yes,74851.0,940,2013-12-30
941,Trumann,Turbitt,tturbittq4@de.vu,Legal,7,0.0,Argentina,0.5,No,83605.0,941,2004-09-18
942,Isobel,McMillan,,Human Resources,7,0.0,Philippines,0.75,Yes,,942,2011-10-18
943,Marleen,Stolze,mstolzeq6@usda.gov,Human Resources,7,0.0,Poland,0.25,No,48619.0,943,2015-10-03
944,Velvet,Mellodey,vmellodeyq7@huffingtonpost.com,Legal,2,0.0,Philippines,0.75,Yes,70961.0,944,
945,Brynn,Fruser,,Research and Development,5,0.0,China,0.25,No,70689.0,945,2018-06-18
946,Belle,Buckwell,bbuckwellq9@bbc.co.uk,Marketing,2,0.0,Morocco,0.75,No,91824.0,946,
947,Patrice,Chitty,,Support,8,0.0,Russia,0.25,No,99853.0,947,2015-01-20
948,Justus,Duprey,jdupreyqb@feedburner.com,Sales,3,0.0,Ukraine,0.25,Yes,86074.0,948,2018-01-14
949,Aldo,Leroy,aleroyqc@skyrock.com,Marketing,7,0.0,China,1.0,Yes,71398.0,949,1997-03-27
950,Shell,Over,soverqd@icio.us,Engineering,9,0.0,Canada,0.75,No,82488.0,950,2001-07-12
951,Missie,Ollington,mollingtonqe@opensource.org,Product Management,3,1.0,China,0.25,Yes,46856.0,951,2004-01-29
952,Manuel,Ferrarotti,mferrarottiqf@ovh.net,Engineering,6,0.0,China,0.75,No,45302.0,952,2003-02-16
953,Konstance,Gynn,,Business Development,6,1.0,Australia,0.25,Yes,27897.0,953,2005-08-01
954,Augustine,Le Galle,,Research and Development,9,0.0,France,0.25,Yes,95564.0,954,2007-12-01
955,Martainn,McCaughan,mmccaughanqi@dion.ne.jp,Marketing,10,0.0,Finland,0.75,No,,955,
956,Terry,Sawforde,tsawfordeqj@mit.edu,Engineering,10,1.0,Indonesia,0.75,No,75640.0,956,1996-04-24
957,Devy,Corsar,dcorsarqk@princeton.edu,Human Resources,6,1.0,China,0.75,No,50180.0,957,2016-04-19
958,Massimiliano,Emsden,memsdenql@goodreads.com,Services,2,,China,0.75,No,90171.0,958,2012-08-06
959,Margo,Keaves,mkeavesqm@google.com,Sales,3,0.0,Pakistan,1.0,No,81942.0,959,2004-06-12
960,Joela,McClenaghan,jmcclenaghanqn@aboutads.info,Legal,10,0.0,China,1.0,Yes,56952.0,960,2011-02-19
961,Martguerita,Cervantes,mcervantesqo@webnode.com,Accounting,4,0.0,Russia,0.75,No,70199.0,961,2005-08-18
962,Massimiliano,Cowlard,mcowlardqp@sciencedirect.com,Support,6,0.0,Malaysia,1.0,Yes,37950.0,962,2012-03-15
963,Jessalin,Gobbet,jgobbetqq@ameblo.jp,Accounting,1,1.0,Tanzania,1.0,No,99551.0,963,2000-07-12
964,Ellie,Bramham,ebramhamqr@comsenz.com,Human Resources,6,1.0,Indonesia,0.25,No,78518.0,964,1996-05-15
965,Brucie,Ceschini,bceschiniqs@edublogs.org,Sales,1,0.0,Chile,1.0,Yes,99634.0,965,1999-07-30
966,Cash,Burbury,cburburyqt@prnewswire.com,Engineering,1,0.0,Tunisia,0.25,No,64494.0,966,2010-12-04
967,Elsinore,Stein,,Legal,2,0.0,Malaysia,1.0,Yes,,967,2013-01-25
968,Tara,Simonyi,tsimonyiqv@tamu.edu,Services,9,0.0,Philippines,0.75,Yes,42243.0,968,1992-07-06
969,Shayla,Pinsent,spinsentqw@etsy.com,Training,1,0.0,Philippines,1.0,No,26673.0,969,1994-06-20
970,Misha,Shotboulte,mshotboulteqx@house.gov,Marketing,6,0.0,United States,0.25,Yes,51165.0,970,
971,Shelagh,Leys,sleysqy@amazonaws.com,Accounting,7,0.0,China,1.0,Yes,59776.0,971,2010-02-19
972,Fernando,MacWhirter,fmacwhirterqz@marriott.com,Product Management,10,0.0,France,1.0,Yes,99086.0,972,
973,Constantine,Mosley,cmosleyr0@typepad.com,Human Resources,7,0.0,China,0.75,Yes,21164.0,973,1990-12-06
974,,Hemerijk,hhemerijkr1@altervista.org,Human Resources,1,0.0,Hong Kong,0.25,Yes,81814.0,974,2018-10-24
975,Leonie,Haggleton,,Sales,8,0.0,Indonesia,0.5,,87628.0,975,1990-02-25
976,Fransisco,Rue,fruer3@reverbnation.com,Training,7,0.0,Mayotte,0.75,No,89297.0,976,2008-05-30
977,Leonanie,Joris,ljorisr4@army.mil,Research and Development,5,0.0,Poland,0.5,No,77140.0,977,2010-03-28
978,Pandora,Duesbury,pduesburyr5@people.com.cn,Marketing,2,1.0,Philippines,0.5,Yes,42685.0,978,1995-02-09
979,Tam,Tsar,ttsarr6@smh.com.au,Engineering,9,0.0,Argentina,1.0,Yes,37676.0,979,1990-03-17
980,Phylis,Cliss,,Sales,2,0.0,China,0.5,No,55936.0,980,2001-09-09
981,Kelley,Le Batteur,klebatteurr8@photobucket.com,Accounting,5,0.0,Colombia,0.25,Yes,97328.0,981,2016-01-18
982,Maurita,Sirkett,msirkettr9@webs.com,Legal,6,0.0,Ecuador,0.25,No,97989.0,982,2006-12-09
983,Annadiane,Karle,,Accounting,10,,Ukraine,0.25,Yes,40524.0,983,2003-04-17
984,Lenette,Cameron,lcameronrb@economist.com,Product Management,3,0.0,China,0.5,Yes,83562.0,984,2009-06-17
985,Bernardine,Brasier,bbrasierrc@wiley.com,Training,6,0.0,Portugal,0.5,No,,985,1997-02-26
986,Pennie,Hanhardt,phanhardtrd@flavors.me,Engineering,10,0.0,Libya,0.75,Yes,23358.0,986,2006-02-24
987,Allix,Selbie,,Product Management,5,,Paraguay,0.5,Yes,28961.0,987,1992-02-21
988,Darius,Uman,dumanrf@weebly.com,Business Development,10,0.0,China,0.5,Yes,46370.0,988,2006-08-01
989,Rosalynd,Carville,rcarvillerg@smugmug.com,Support,10,0.0,Iran,0.25,No,25805.0,989,2008-05-09
990,Malvina,Tiernan,mtiernanrh@vk.com,Support,6,0.0,Ukraine,0.25,No,55582.0,990,2004-05-27
991,Mahalia,Scotson,mscotsonri@arstechnica.com,Product Management,6,1.0,China,0.25,No,66119.0,991,2012-11-09
992,Yanaton,Kollach,ykollachrj@gizmodo.com,Services,4,0.0,Brazil,0.75,No,41666.0,992,1991-11-28
993,Melina,Simpole,msimpolerk@blogspot.com,Business Development,1,1.0,China,0.25,No,83585.0,993,
994,Dani,Berthelet,dbertheletrl@si.edu,Legal,5,1.0,Chile,1.0,Yes,85316.0,994,1999-09-24
995,Anetta,Housiaux,ahousiauxrm@japanpost.jp,Sales,9,0.0,Indonesia,0.5,No,51158.0,995,2012-02-21
996,Jacky,Josefsen,jjosefsenrn@seattletimes.com,Training,6,1.0,Colombia,0.25,No,75840.0,996,2011-11-03
997,Carlina,Pirot,cpirotro@archive.org,Business Development,2,0.0,China,1.0,No,63189.0,997,2018-08-30
998,Wileen,Skones,wskonesrp@hhs.gov,Accounting,4,0.0,Uganda,0.25,Yes,81734.0,998,2000-11-26
999,Willy,Dulake,wdulakerq@webeden.co.uk,Business Development,9,0.0,Colombia,0.25,No,21590.0,999,2018-08-01
1000,Maribelle,Rotge,mrotgerr@google.co.uk,Research and Development,5,0.0,Brazil,0.5,Yes,62531.0,1000,2019-03-09
3,Saleem,Adame,sadame3@utexas.edu,Services,9,0.0,Portugal,0.25,Yes,91749.0,3,1999-10-09
